date,open,high,low,close,Volume BTC,MA7,MA30,lag1_close,day_of_week
2017-01-30,913.12,923.0,910.0,919.99,3121.18754443,908.907142857143,909.077,912.01,0
2017-01-31,919.99,970.0,917.5,963.99,9507.10183224,920.1242857142857,907.9516666666666,919.99,1
2017-02-01,963.99,986.96,962.0,983.67,6954.39947163,933.0157142857144,906.9893333333333,963.99,2
2017-02-02,983.79,1011.65,973.12,1009.17,8269.68053649,946.4928571428572,906.1203333333334,983.67,3
2017-02-03,1009.15,1022.64,987.01,1016.99,10928.024221310001,960.6314285714286,902.856,1009.17,4
2017-02-04,1015.06,1044.23,1004.0,1033.18,5752.28733969,977.0,903.8040000000001,1016.99,5
2017-02-05,1033.72,1034.6,1004.7,1011.07,4348.17045024,991.1514285714286,907.7099999999999,1033.18,6
2017-02-06,1010.03,1031.94,1005.1,1023.99,5080.84835472,1006.0085714285714,911.6363333333334,1011.07,0
2017-02-07,1024.0,1056.25,1021.3,1052.48,5372.1326253,1018.6499999999999,916.394,1023.99,1
2017-02-08,1052.48,1070.0,1025.0,1050.4,9633.26465194,1028.182857142857,921.533,1052.48,2
2017-02-09,1051.73,1074.69,913.73,986.0,25150.07016403,1024.8728571428571,924.2313333333333,1050.4,3
2017-02-10,985.71,1010.68,950.0,996.08,10731.29006905,1021.8857142857142,931.48,986.0,4
2017-02-11,995.49,1020.0,987.62,1012.4,4470.41861675,1018.9171428571428,938.3109999999999,996.08,5
2017-02-12,1011.01,1011.97,991.98,1000.73,2683.99735828,1017.4399999999999,944.14,1012.4,6
2017-02-13,1000.73,1007.89,975.1,1000.79,4547.26036851,1014.1257142857143,950.224,1000.73,0
2017-02-14,1000.74,1019.0,987.97,1008.88,6761.10806309,1007.8971428571429,956.4580000000001,1000.79,1
2017-02-15,1008.88,1013.8,1000.97,1011.53,3095.66000003,1002.3442857142857,962.4486666666667,1008.88,2
2017-02-16,1011.53,1043.21,1010.75,1032.7,5996.10412989,1009.0157142857144,966.6723333333334,1011.53,3
2017-02-17,1032.91,1064.99,1031.98,1055.46,6085.02260605,1017.4985714285714,972.2643333333333,1032.7,4
2017-02-18,1055.75,1068.99,1046.14,1056.4,4474.94930623,1023.7842857142858,977.444,1055.46,5
2017-02-19,1056.4,1061.9,1039.07,1051.8,2270.8499116,1031.0800000000002,982.644,1056.4,6
2017-02-20,1051.8,1089.99,1044.39,1084.0,3664.37368596,1042.967142857143,988.0446666666667,1051.8,0
2017-02-21,1084.0,1126.86,1077.0,1124.62,8395.47371599,1059.5014285714285,994.74,1084.0,1
2017-02-22,1124.62,1143.0,1098.16,1130.01,11673.08926566,1076.4271428571428,1001.9563333333334,1124.62,2
2017-02-23,1130.02,1193.92,1120.73,1188.11,11753.23856018,1098.6285714285714,1012.0443333333333,1130.01,3
2017-02-24,1183.53,1220.0,1091.1,1180.14,19598.23102576,1116.44,1021.6013333333334,1188.11,4
2017-02-25,1180.05,1184.73,1127.0,1152.2,6238.43763039,1130.1257142857144,1029.5136666666667,1180.14,5
2017-02-26,1152.11,1184.97,1133.0,1179.05,3536.48621434,1148.3042857142857,1038.2146666666667,1152.2,6
2017-02-27,1180.46,1197.99,1169.0,1194.64,4640.77358977,1164.11,1047.416,1179.05,0
2017-02-28,1194.64,1209.99,1176.27,1191.21,7562.47409479,1173.6228571428571,1056.7226666666668,1194.64,1
2017-03-01,1191.16,1231.0,1188.3,1226.39,6013.0658229,1187.3914285714286,1066.936,1191.21,2
2017-03-02,1228.0,1283.25,1215.0,1257.6,7762.73243908,1197.3185714285714,1076.7230000000002,1226.39,3
2017-03-03,1257.6,1298.0,1255.0,1285.33,7545.47720312,1212.3457142857144,1086.7783333333332,1257.6,4
2017-03-04,1285.33,1289.55,1230.0,1260.0,4951.23210502,1227.7457142857143,1095.1393333333333,1285.33,5
2017-03-05,1260.0,1275.0,1240.0,1273.0,3026.01739466,1241.1671428571428,1103.673,1260.0,6
2017-03-06,1269.98,1285.0,1251.0,1278.49,4249.64793811,1253.1457142857143,1111.85,1273.0,0
2017-03-07,1278.49,1281.62,1175.97,1233.05,14450.03793683,1259.1228571428571,1119.2493333333332,1278.49,1
2017-03-08,1233.86,1245.49,1145.5,1150.05,13399.43820916,1248.217142857143,1123.4513333333334,1233.05,2
2017-03-09,1149.34,1208.0,1135.01,1190.89,7654.73834924,1238.6871428571428,1128.065,1150.05,3
2017-03-10,1190.99,1350.0,975.0,1116.97,33467.943558,1214.6357142857141,1130.2839999999999,1190.89,4
2017-03-11,1111.55,1198.0,1106.51,1176.55,7346.7869927,1202.7142857142858,1136.6356666666666,1116.97,5
2017-03-12,1176.58,1241.85,1170.9,1226.62,5793.90851583,1196.0885714285712,1144.3203333333333,1176.55,6
2017-03-13,1226.42,1249.02,1215.43,1242.46,5637.3629626599995,1190.9414285714286,1151.989,1226.62,0
2017-03-14,1242.46,1260.0,1226.5,1245.86,5745.49650884,1192.7714285714285,1160.16,1242.46,1
2017-03-15,1245.82,1260.0,1238.32,1257.32,3930.50022526,1208.0957142857144,1168.711,1245.86,2
2017-03-16,1258.75,1258.96,1130.0,1172.62,15246.55276022,1205.4857142857143,1174.169,1257.32,3
2017-03-17,1172.0,1173.23,1063.0,1071.02,16704.5732203,1198.9214285714284,1176.1519999999998,1172.62,4
2017-03-18,1068.16,1099.0,944.36,969.4,21292.60430849,1169.3285714285714,1174.0420000000001,1071.02,5
2017-03-19,969.4,1063.7,969.4,1017.97,12201.86141156,1139.5214285714287,1172.7923333333333,969.4,6
2017-03-20,1012.88,1053.0,1010.01,1035.96,7497.91103414,1110.0214285714285,1172.111,1017.97,0
2017-03-21,1036.23,1117.9,1034.92,1114.39,11125.49539514,1091.24,1174.1973333333335,1035.96,1
2017-03-22,1114.39,1114.39,988.0,1037.56,14521.256356599999,1059.8457142857144,1172.6493333333335,1114.39,2
2017-03-23,1037.6,1054.4,1010.69,1029.65,5916.99539286,1039.4214285714286,1169.4836666666667,1037.56,3
2017-03-24,1030.84,1032.0,920.0,929.06,16072.41708326,1019.1414285714287,1162.7853333333333,1029.65,4
2017-03-25,928.1,963.36,891.33,956.02,13507.43542088,1017.2299999999999,1155.049,929.06,5
2017-03-26,956.02,997.0,937.52,960.0,9012.91765111,1008.9485714285713,1147.711,956.02,6
2017-03-27,959.08,1043.0,952.95,1039.92,8687.08711524,1009.5142857142857,1143.9683333333335,960.0,0
2017-03-28,1039.09,1068.26,1014.9,1043.99,9115.51712488,999.4571428571429,1139.4663333333333,1039.92,1
2017-03-29,1042.83,1059.43,1008.16,1035.96,9379.71932021,999.2285714285715,1134.177,1043.99,2
2017-03-30,1037.29,1050.17,1017.14,1033.7,8645.37787081,999.8071428571429,1128.9266666666667,1035.96,3
2017-03-31,1033.7,1081.0,1031.43,1070.31,12058.788094559999,1019.9857142857143,1123.724,1033.7,4
2017-04-01,1071.34,1097.0,1061.64,1083.94,5209.12836262,1038.26,1117.9353333333333,1070.31,5
2017-04-02,1083.95,1100.0,1066.49,1078.01,7639.89621671,1055.1185714285714,1111.0246666666667,1083.94,6
2017-04-03,1076.59,1152.0,1076.19,1144.77,11076.86273059,1070.097142857143,1107.1836666666668,1078.01,0
2017-04-04,1146.42,1162.93,1118.85,1143.0,7420.8662382,1084.2414285714287,1102.8503333333333,1144.77,1
2017-04-05,1143.0,1145.0,1111.0,1134.58,5588.97640824,1098.33,1098.0533333333333,1143.0,2
2017-04-06,1134.86,1201.37,1134.36,1190.85,9134.29559762,1120.78,1096.6466666666668,1134.58,3
2017-04-07,1190.72,1202.0,1176.0,1190.66,5450.27271426,1137.9728571428573,1098.0003333333334,1190.85,4
2017-04-08,1190.66,1197.3,1166.66,1184.03,2720.79822734,1152.2714285714285,1097.7716666666668,1190.66,5
2017-04-09,1184.03,1216.87,1173.98,1206.2,4817.42424874,1170.5842857142857,1100.7459999999999,1184.03,6
2017-04-10,1205.2,1219.71,1195.0,1209.25,3656.81631296,1179.7957142857142,1101.836,1206.2,0
2017-04-11,1209.99,1229.0,1198.02,1218.99,3487.75310814,1190.6514285714286,1101.5816666666667,1209.25,1
2017-04-12,1218.99,1224.57,1208.0,1212.17,3475.19462571,1201.7357142857143,1100.572,1218.99,2
2017-04-13,1212.16,1219.45,1141.0,1172.91,7135.3029565,1199.172857142857,1098.1403333333333,1212.17,3
2017-04-14,1172.56,1193.0,1142.0,1170.34,8982.76789635,1196.27,1095.2410000000002,1172.91,4
2017-04-15,1169.53,1192.5,1165.0,1173.45,1804.4507968,1194.7585714285713,1095.2686666666666,1170.34,5
2017-04-16,1171.0,1179.3,1150.0,1162.31,2663.99028304,1188.4885714285715,1098.3116666666667,1173.45,6
2017-04-17,1162.31,1192.5,1161.0,1176.54,3568.82507477,1183.8157142857144,1105.2163333333333,1162.31,0
2017-04-18,1176.59,1210.0,1175.95,1202.58,5514.18240451,1181.4714285714288,1111.37,1176.54,1
2017-04-19,1202.59,1209.99,1190.0,1203.98,6046.51943656,1180.3014285714287,1116.9706666666668,1202.58,2
2017-04-20,1203.98,1243.88,1201.66,1234.19,5972.93539154,1189.0557142857142,1120.964,1203.98,3
2017-04-21,1234.93,1252.32,1231.65,1243.61,5023.0385204,1199.5228571428572,1127.8323333333333,1234.19,4
2017-04-22,1243.6,1247.15,1199.0,1233.2,4173.28321472,1208.0585714285714,1134.6173333333331,1243.61,5
2017-04-23,1231.85,1248.99,1223.42,1241.99,2604.72196524,1219.4414285714286,1145.0483333333332,1233.2,6
2017-04-24,1241.99,1254.0,1234.0,1253.58,3048.68890003,1230.447142857143,1154.9669999999999,1241.99,0
2017-04-25,1253.58,1280.0,1251.07,1269.0,5249.01853318,1239.935714285714,1165.2669999999998,1253.58,1
2017-04-26,1271.4,1330.0,1265.0,1287.99,8707.63904245,1251.9371428571428,1173.536,1269.0,2
2017-04-27,1287.92,1342.02,1285.0,1331.53,6669.98746832,1265.8428571428572,1183.1206666666667,1287.99,3
2017-04-28,1331.0,1347.02,1299.0,1330.7,8234.2755437,1278.2842857142857,1192.9453333333333,1331.53,4
2017-04-29,1333.93,1342.8,1316.0,1333.0,3927.45061482,1292.5414285714285,1202.9219999999998,1330.7,5
2017-04-30,1336.77,1356.0,1315.68,1350.21,3536.1758111,1308.0014285714285,1212.252,1333.0,6
2017-05-01,1348.88,1425.0,1341.22,1390.86,8603.69066465,1327.6128571428574,1222.4826666666665,1350.21,0
2017-05-02,1390.86,1481.73,1388.0,1447.75,8919.68985793,1353.1485714285716,1234.8073333333334,1390.86,1
2017-05-03,1447.75,1516.04,1431.02,1503.22,11077.5894872,1383.8957142857143,1246.7556666666667,1447.75,2
2017-05-04,1503.25,1623.01,1444.94,1537.23,19548.52973673,1413.2814285714285,1259.8966666666668,1503.22,3
2017-05-05,1537.36,1609.0,1495.0,1514.9,15603.68436616,1439.5957142857144,1272.574,1537.23,4
2017-05-06,1514.9,1578.97,1505.0,1558.02,7901.1428401,1471.7414285714287,1284.8129999999999,1514.9,5
2017-05-07,1554.04,1565.0,1525.0,1554.01,7667.78585113,1500.8557142857142,1296.9246666666668,1558.02,6
2017-05-08,1554.38,1653.97,1554.38,1649.54,19262.35352625,1537.8100000000002,1312.4416666666666,1554.01,0
2017-05-09,1649.55,1760.4,1616.05,1720.28,16807.73323227,1576.7428571428572,1329.5776666666668,1649.54,1
2017-05-10,1720.26,1794.21,1682.0,1772.58,11265.37863829,1615.222857142857,1348.3553333333332,1720.28,2
2017-05-11,1772.58,1892.0,1745.01,1828.45,14740.21932638,1656.8257142857144,1368.6706666666666,1772.58,3
2017-05-12,1830.85,1832.0,1650.0,1691.51,17062.84462773,1682.0557142857144,1384.6486666666667,1828.45,4
2017-05-13,1690.33,1785.82,1601.46,1776.89,10532.23451343,1713.3228571428572,1404.7813333333334,1691.51,5
2017-05-14,1776.8,1815.0,1753.0,1784.0,4816.73208815,1746.1785714285713,1425.236666666667,1776.89,6
2017-05-15,1782.3,1784.0,1682.56,1705.48,13316.80217814,1754.1699999999998,1442.971,1784.0,0
2017-05-16,1706.07,1750.0,1641.22,1700.01,16554.0885802,1751.2742857142857,1460.8943333333334,1705.48,1
2017-05-17,1700.01,1840.42,1670.01,1782.99,17797.31852412,1752.7614285714285,1481.1093333333333,1700.01,2
2017-05-18,1779.0,1881.8,1766.33,1878.99,11916.1233907,1759.9814285714285,1503.6563333333331,1782.99,3
2017-05-19,1879.0,1969.99,1874.99,1958.0,14124.61831495,1798.0514285714285,1528.7903333333334,1878.99,4
2017-05-20,1959.09,2021.0,1914.0,2013.99,12309.94747354,1831.922857142857,1554.7836666666667,1958.0,5
2017-05-21,2013.99,2063.11,1961.52,2017.55,6755.83436855,1865.287142857143,1580.5816666666665,2013.99,6
2017-05-22,2017.55,2230.34,2001.0,2099.97,16338.53540635,1921.642857142857,1609.474,2017.55,0
2017-05-23,2088.76,2275.0,2088.45,2264.23,14138.91966835,2002.2457142857143,1643.5486666666666,2099.97,1
2017-05-24,2265.9,2481.75,2264.64,2420.29,22144.5982011,2093.2885714285717,1682.4389999999999,2264.23,2
2017-05-25,2420.29,2760.1,2221.0,2292.53,32964.76142591,2152.3657142857146,1716.5566666666668,2420.29,3
2017-05-26,2277.01,2599.12,2060.0,2279.82,28326.82201443,2198.34,1749.6176666666665,2292.53,4
2017-05-27,2280.7,2339.94,1850.0,2042.0,26216.2751269,2202.3414285714284,1773.3,2279.82,5
2017-05-28,2042.89,2313.96,2041.48,2178.81,15375.21812611,2225.3785714285714,1801.5703333333333,2042.0,6
2017-05-29,2172.54,2350.0,2110.0,2292.1,12129.27808588,2252.825714285714,1833.5403333333334,2178.81,0
2017-05-30,2290.18,2339.08,2160.0,2203.51,13888.85097299,2244.151428571429,1861.9836666666667,2292.1,1
2017-05-31,2201.7,2334.0,2154.28,2298.01,16279.2924315,2226.6828571428573,1892.2220000000002,2203.51,2
2017-06-01,2298.01,2456.39,2296.81,2413.63,18401.66360125,2243.982857142857,1924.4180000000001,2298.01,3
2017-06-02,2413.58,2489.0,2370.03,2488.94,12428.70059429,2273.8571428571427,1957.2753333333335,2413.63,4
2017-06-03,2488.94,2584.34,2445.0,2540.94,10810.58468925,2345.1342857142854,1990.7323333333331,2488.94,5
2017-06-04,2538.1,2569.0,2460.0,2530.27,8828.62494281,2395.342857142857,2024.5780000000002,2540.94,6
2017-06-05,2530.27,2699.35,2525.28,2698.0,12221.444806,2453.328571428571,2062.577333333333,2530.27,0
2017-06-06,2698.0,2933.0,2689.4,2880.74,26695.67081758,2550.075714285714,2106.8016666666667,2698.0,1
2017-06-07,2875.71,2893.28,2612.5,2683.03,16967.04353572,2605.078571428571,2141.251333333333,2880.74,2
2017-06-08,2680.24,2815.0,2613.13,2806.0,13251.40544911,2661.131428571429,2177.442,2683.03,3
2017-06-09,2805.46,2868.23,2780.43,2822.32,8036.31356941,2708.7571428571428,2212.4333333333334,2806.0,4
2017-06-10,2818.0,2912.98,2800.0,2899.99,9593.36119146,2760.05,2248.1513333333332,2822.32,5
2017-06-11,2899.01,2967.46,2861.53,2954.22,6830.60683981,2820.6142857142854,2290.241666666667,2899.99,6
2017-06-12,2954.23,2980.0,2480.03,2667.06,31534.9460555,2816.194285714286,2319.9139999999998,2954.22,0
2017-06-13,2656.97,2783.62,2638.62,2703.02,16275.83441252,2790.805714285714,2350.5480000000002,2667.06,1
2017-06-14,2705.99,2801.0,2320.0,2450.0,29478.82028393,2757.5157142857142,2375.365333333333,2703.02,2
2017-06-15,2451.42,2516.2,2120.0,2424.91,36751.09130817,2703.074285714286,2399.5286666666666,2450.0,3
2017-06-16,2424.96,2540.0,2307.66,2484.68,13802.39329983,2654.84,2422.918333333333,2424.91,4
2017-06-17,2484.68,2674.4,2420.53,2630.0,11142.985185559999,2616.27,2447.9519999999998,2484.68,5
2017-06-18,2630.06,2665.0,2460.62,2516.98,9424.23118056,2553.8071428571425,2466.584666666667,2630.0,6
2017-06-19,2516.98,2598.0,2480.96,2598.0,10570.672525,2543.941428571429,2486.0516666666667,2516.98,0
2017-06-20,2598.0,2783.0,2581.0,2740.0,15891.69948817,2549.2242857142855,2510.133333333333,2598.0,1
2017-06-21,2734.03,2789.0,2611.0,2657.04,15676.32352625,2578.8014285714285,2528.702333333333,2740.0,2
2017-06-22,2658.67,2740.0,2594.61,2713.48,10792.78764641,2620.0257142857145,2543.677333333333,2657.04,3
2017-06-23,2713.48,2745.0,2657.46,2685.05,8232.48064925,2648.65,2552.5026666666668,2713.48,4
2017-06-24,2685.05,2724.96,2512.13,2557.66,13342.81785584,2638.315714285714,2561.3403333333335,2685.05,5
2017-06-25,2557.66,2635.72,2432.0,2502.03,10339.57437415,2636.18,2568.7473333333332,2557.66,6
2017-06-26,2502.26,2550.03,2315.01,2421.22,22094.21151071,2610.925714285714,2581.388,2502.03,0
2017-06-27,2421.21,2565.0,2291.0,2565.0,19129.59650756,2585.925714285714,2594.261,2421.22,1
2017-06-28,2565.0,2593.0,2468.01,2559.9,12274.54530348,2572.0485714285714,2603.1876666666662,2565.0,2
2017-06-29,2550.99,2594.78,2500.31,2541.59,8125.37763725,2547.4928571428572,2614.4570000000003,2559.9,3
2017-06-30,2538.41,2564.58,2451.0,2465.49,8715.71676156,2516.1271428571426,2620.0396666666666,2541.59,4
2017-07-01,2465.48,2517.11,2390.0,2412.41,8885.89349655,2495.3771428571426,2619.9990000000003,2465.49,5
2017-07-02,2421.3,2528.72,2374.34,2504.37,8744.53441127,2495.7114285714283,2620.5133333333333,2412.41,6
2017-07-03,2504.81,2595.0,2472.68,2550.47,11520.70730801,2514.175714285714,2620.8309999999997,2504.37,0
2017-07-04,2540.07,2639.47,2540.07,2596.12,9662.75941445,2518.621428571428,2623.026,2550.47,1
2017-07-05,2594.52,2623.0,2530.1,2602.9,10882.83901071,2524.7642857142855,2619.856,2596.12,2
2017-07-06,2598.37,2614.0,2522.0,2600.39,8333.98094907,2533.164285714286,2610.511,2602.9,3
2017-07-07,2599.01,2605.0,2475.0,2501.46,9430.6154578,2538.302857142857,2604.4586666666664,2600.39,4
2017-07-08,2501.46,2555.0,2462.0,2550.07,5405.89088691,2557.968571428571,2595.927666666667,2501.46,5
2017-07-09,2550.13,2564.65,2500.5,2502.28,4483.14413363,2557.6699999999996,2585.2596666666664,2550.07,6
2017-07-10,2504.0,2527.88,2261.85,2323.45,17296.34045274,2525.238571428571,2566.0416666666665,2502.28,0
2017-07-11,2326.12,2399.0,2242.62,2305.98,17580.96163529,2483.7900000000004,2544.433666666667,2323.45,1
2017-07-12,2301.55,2408.84,2239.54,2388.0,12883.55493809,2453.09,2535.131666666667,2305.98,2
2017-07-13,2383.97,2425.16,2312.93,2339.99,8429.85040306,2415.89,2523.0306666666665,2388.0,3
2017-07-14,2340.0,2357.84,2140.0,2213.37,12659.01704362,2374.7342857142858,2515.1429999999996,2339.99,4
2017-07-15,2209.44,2219.99,1967.65,1970.51,19886.67952318,2291.94,2499.9963333333335,2213.37,5
2017-07-16,1970.51,2044.44,1830.0,1917.63,25562.70564457,2208.4185714285713,2481.094666666667,1970.51,6
